device,dataset,lang,tld,trial,ipaddress,word,duration
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,7.001935482025146
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.760602712631226
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.841075658798218
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.680264234542847
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.760699510574341
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.921527862548828
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.921537637710571
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.921583652496338
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.277556419372559
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.277636766433716
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.358041524887085
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.9215099811553955
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,7.404424428939819
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.51910924911499
echo,common,en,co.uk,3,192.168.137.14,hey_alexa,6.921533107757568
echo,common,en,co.uk,3,192.168.137.14,workshops,2.092331409454345
echo,common,en,co.uk,3,192.168.137.14,acer,1.529031038284301
echo,common,en,co.uk,3,192.168.137.14,webshots,1.448296785354614
echo,common,en,co.uk,3,192.168.137.14,lexmark,1.770557880401611
echo,common,en,co.uk,3,192.168.137.14,isa,1.528967142105102
echo,common,en,co.uk,3,192.168.137.14,alexandria,1.529116153717041
echo,common,en,co.uk,3,192.168.137.14,looksmart,1.689939975738525
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.562509775161743
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.559084177017212
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480945110321045
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480748891830444
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.559044361114502
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480895042419434
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.402930498123169
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.48099970817566
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480880498886108
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.399195432662964
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480833530426025
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.804309129714966
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.48084306716919
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.399177312850952
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480894565582275
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.399198532104492
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480835914611816
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480979442596436
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.4809250831604
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.562722444534302
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.559083461761475
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.481022596359253
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480798482894897
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.562683343887329
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.48087453842163
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.558948040008545
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.47693157196045
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.72261667251587
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.399081230163574
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.644491910934448
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.64067029953003
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.48100733757019
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.562695503234863
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.40295147895813
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.481034517288208
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.48103666305542
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.48096489906311
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.477153301239014
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480945348739624
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.39912748336792
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480955362319946
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480727434158325
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.55846381187439
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.398993015289307
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.56273603439331
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.55908489227295
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.481029987335205
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.558984994888306
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.48091721534729
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.562663793563843
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480848550796509
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480945110321045
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.562684297561646
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480936050415039
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.481147766113281
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.559078216552734
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.558662176132202
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.481030702590942
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.480819940567017
home-mini,common,en,co.in,1,192.168.137.145,ok_google,10.399031400680542
home-mini,common,en,com,1,192.168.137.160,ok_google,10.308969020843506
home-mini,common,en,com,1,192.168.137.160,ok_google,10.309008598327637
home-mini,common,en,com,1,192.168.137.160,ok_google,10.386417388916016
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235688209533691
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235557794570923
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235416650772095
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235203742980957
home-mini,common,en,com,1,192.168.137.160,ok_google,10.309142589569092
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235240459442139
home-mini,common,en,com,1,192.168.137.160,ok_google,10.231455564498901
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235243082046509
home-mini,common,en,com,1,192.168.137.160,ok_google,10.312649965286255
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235295534133911
home-mini,common,en,com,1,192.168.137.160,ok_google,10.161353826522827
home-mini,common,en,com,1,192.168.137.160,ok_google,10.234869241714478
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157527923583984
home-mini,common,en,com,1,192.168.137.160,ok_google,10.231266260147095
home-mini,common,en,com,1,192.168.137.160,ok_google,10.234996557235718
home-mini,common,en,com,1,192.168.137.160,ok_google,10.308848857879639
home-mini,common,en,com,1,192.168.137.160,ok_google,10.16127324104309
home-mini,common,en,com,1,192.168.137.160,ok_google,10.23138976097107
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157541513442993
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235290050506592
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235122680664062
home-mini,common,en,com,1,192.168.137.160,ok_google,10.308932065963745
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157260417938232
home-mini,common,en,com,1,192.168.137.160,ok_google,10.231379985809326
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157746315002441
home-mini,common,en,com,1,192.168.137.160,ok_google,10.161243438720703
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235229969024658
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157547950744629
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157346963882446
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157535791397095
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157664775848389
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157809734344482
home-mini,common,en,com,1,192.168.137.160,ok_google,10.23526120185852
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157589435577393
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235101222991943
home-mini,common,en,com,1,192.168.137.160,ok_google,10.161254405975342
home-mini,common,en,com,1,192.168.137.160,ok_google,10.15738034248352
home-mini,common,en,com,1,192.168.137.160,ok_google,10.23517918586731
home-mini,common,en,com,1,192.168.137.160,ok_google,10.910985946655273
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235055923461914
home-mini,common,en,com,1,192.168.137.160,ok_google,10.235038757324219
home-mini,common,en,com,1,192.168.137.160,ok_google,10.083618402481079
home-mini,common,en,com,1,192.168.137.160,ok_google,10.161214113235474
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157511949539185
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157335042953491
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157528400421143
home-mini,common,en,com,1,192.168.137.160,ok_google,10.083695411682129
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157535314559937
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157768726348877
home-mini,common,en,com,1,192.168.137.160,ok_google,10.157408714294434
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235344171524048
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.2354536056518555
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.460946321487427
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310703992843628
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385761976242065
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310732126235962
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235527753829956
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235839366912842
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235769510269165
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.461030960083008
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385822296142578
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310598850250244
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385969400405884
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310783863067627
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.536077499389648
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.461032867431641
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235644817352295
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385761499404907
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235485553741455
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.31061577796936
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235493183135986
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.537152290344238
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.5368006229400635
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385924816131592
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.460697412490845
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310632228851318
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.31074595451355
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310476303100586
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.23536491394043
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235344886779785
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310585737228393
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.3103437423706055
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.3103883266448975
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235470771789551
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235473394393921
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.535913705825806
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.3857502937316895
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235496282577515
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385866165161133
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.31053900718689
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.460886478424072
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385935544967651
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310396432876587
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310429811477661
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.3856751918792725
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385746002197266
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385807275772095
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310555219650268
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235556602478027
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310589790344238
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,1.352057218551635
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.310647010803223
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235428094863892
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235442876815796
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.3106689453125
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.385619401931763
echo,common,en,co.uk,2,192.168.137.14,hey_alexa,6.235416889190674
echo,common,en,co.uk,2,192.168.137.14,alexander,1.277069807052612
echo,common,en,co.uk,2,192.168.137.14,lexmark,1.126889467239379
echo,common,en,co.uk,2,192.168.137.14,lesser,6.160279512405395
echo,common,en,co.uk,2,192.168.137.14,isa,1.352039813995361
echo,common,en,co.uk,2,192.168.137.14,alexandria,1.276317834854126
echo,common,en,co.uk,2,192.168.137.14,mixer,1.3521976470947261
echo,book,en,com,1,192.168.137.14,f38da9f10c,2.172852277755737
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.385320663452148
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.460862636566162
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.535768508911133
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.685927629470825
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.385588884353638
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.536168813705444
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.6867146492004395
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.536366701126099
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.836638927459717
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.611363172531128
echo,common,en,co.in,2,192.168.137.14,hey_alexa,1.57761549949646
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.610259294509888
echo,common,en,co.in,2,192.168.137.14,hey_alexa,1.577391386032104
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.761344909667969
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.611128807067871
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.31067681312561
echo,common,en,co.in,2,192.168.137.14,hey_alexa,1.42736268043518
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.461024522781372
echo,common,en,co.in,2,192.168.137.14,hey_alexa,1.8781180381774902
echo,common,en,co.in,2,192.168.137.14,hey_alexa,1.652621984481811
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.385745048522949
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.686406135559082
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.53645396232605
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.761615514755249
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.761447191238403
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.461008548736572
echo,common,en,co.in,2,192.168.137.14,hey_alexa,7.137233734130859
echo,common,en,co.in,2,192.168.137.14,hey_alexa,7.287463665008545
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.836532354354858
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.7615416049957275
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.160486698150635
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.460858106613159
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.461073160171509
echo,common,en,co.in,2,192.168.137.14,hey_alexa,7.13715386390686
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.6112892627716064
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.461056470870972
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.836809158325195
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.686620712280273
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.686527490615845
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.536179780960083
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.7614829540252686
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.911819934844971
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.535849571228027
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.5357346534729
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.761251449584961
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.235605001449585
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.7615156173706055
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.460721731185913
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.761895656585693
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.761745452880859
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.686462163925171
echo,common,en,co.in,2,192.168.137.14,hey_alexa,6.761596918106079
echo,common,en,co.in,2,192.168.137.14,collection,2.028225898742676
echo,common,en,co.in,2,192.168.137.14,answers,2.103615999221801
echo,common,en,co.in,2,192.168.137.14,electric,2.103388309478759
echo,common,en,co.in,2,192.168.137.14,collections,1.577545881271362
echo,common,en,co.in,2,192.168.137.14,ultra,6.23531436920166
echo,common,en,co.in,2,192.168.137.14,elected,1.3518726825714111
echo,common,en,co.in,2,192.168.137.14,vector,1.577844381332397
echo,common,en,co.in,2,192.168.137.14,awesome,2.028610706329345
echo,common,en,co.in,2,192.168.137.14,arthur,1.577534437179565
echo,common,en,co.in,2,192.168.137.14,luxembourg,1.95320177078247
echo,common,en,co.in,2,192.168.137.14,collectors,1.72760796546936
echo,common,en,co.in,2,192.168.137.14,lesser,3.681006908416748
echo,common,en,co.in,2,192.168.137.14,lesser,26.89562201499939
echo,common,en,co.in,2,192.168.137.14,lexus,1.953253746032714
echo,common,en,co.in,2,192.168.137.14,isa,1.352154493331909
echo,common,en,co.in,2,192.168.137.14,tulsa,1.5021235942840572
echo,common,en,co.in,2,192.168.137.14,tulsa,6.31083607673645
echo,common,en,co.in,2,192.168.137.14,paxil,1.427276134490966
echo,common,en,co.in,2,192.168.137.14,cursor,1.878207683563232
echo,common,en,com,2,192.168.137.14,hey_alexa,7.323992729187012
echo,common,en,com,2,192.168.137.14,hey_alexa,6.759632349014282
echo,common,en,com,2,192.168.137.14,hey_alexa,6.679677724838257
echo,common,en,com,2,192.168.137.14,hey_alexa,6.921532154083252
echo,common,en,com,2,192.168.137.14,hey_alexa,7.001923322677612
echo,common,en,com,2,192.168.137.14,hey_alexa,7.00190281867981
echo,common,en,com,2,192.168.137.14,hey_alexa,6.921588182449341
echo,common,en,com,2,192.168.137.14,hey_alexa,6.9215147495269775
echo,common,en,com,2,192.168.137.14,hey_alexa,6.358086109161377
echo,common,en,com,2,192.168.137.14,hey_alexa,7.082502841949463
echo,common,en,com,2,192.168.137.14,hey_alexa,6.761367559432983
echo,common,en,com,2,192.168.137.14,hey_alexa,6.841304063796997
echo,common,en,com,2,192.168.137.14,hey_alexa,6.921647548675537
echo,common,en,com,2,192.168.137.14,hey_alexa,6.760644197463989
echo,common,en,com,2,192.168.137.14,hey_alexa,7.002048969268799
echo,common,en,com,2,192.168.137.14,hey_alexa,6.599659204483032
