time,size
1620100035.713758,77
1620100035.749441,77
1620100035.760287,66
1620100037.370867,99
1620100037.387732,97
1620100037.389420,66
1620100040.619493,100
1620100040.627879,100
1620100040.646744,54
1620100065.084193,100
1620100065.101794,54
1620100065.101832,100
1620100065.144373,54
1620100066.679958,77
1620100066.717255,77
1620100066.719029,66
1620100070.619129,100
1620100070.629099,54
1620100070.629099,100
1620100070.701984,54
1620100097.670087,77
1620100097.706884,77
1620100097.710201,66
1620100100.619794,100
1620100100.625876,100
1620100100.638941,54
1620100128.376980,99
1620100128.393066,97
1620100128.406546,66
1620100128.665663,77
1620100128.698379,77
1620100128.721879,66
1620100130.620422,100
1620100130.629943,100
1620100130.644010,54
1620100136.855992,77
1620100136.858678,66
1620100159.623135,77
1620100159.661010,77
1620100159.662749,66
1620100160.621034,100
1620100160.626579,100
1620100160.644719,54
1620100190.585653,77
1620100190.620745,77
1620100190.621665,100
1620100190.623817,66
1620100190.627570,100
1620100190.647080,54
1620100197.664529,66
1620100197.713764,66
1620100219.379499,99
1620100219.396708,97
1620100219.400684,66
1620100220.124884,97
1620100220.124957,66
1620100220.126912,66
1620100220.187728,66
1620100220.621377,100
1620100220.641595,100
1620100220.661391,54
1620100221.531062,77
1620100221.569466,77
1620100221.602888,66
1620100239.622646,100
1620100239.684457,54
1620100239.781747,54
1620100239.801752,54
1620100239.803560,54
1620100240.149850,85
1620100240.180295,136
1620100240.248445,74
1620100240.268196,66
1620100240.285623,54
1620100240.298083,54
1620100240.322567,178
1620100240.335294,54
1620100240.338322,1514
1620100240.338366,1514
1620100240.338390,1514
1620100240.338408,1514
1620100240.338426,573
1620100240.354024,54
1620100240.358157,54
1620100240.358157,54
1620100240.358188,54
1620100240.358188,54
1620100240.553989,180
1620100240.560690,88
1620100240.569902,105
1620100240.569938,98
1620100240.579185,104
1620100240.583510,54
1620100240.583510,54
1620100240.590631,122
1620100240.593027,92
1620100240.600258,74
1620100240.607125,54
1620100240.607262,92
1620100240.614486,66
1620100240.621435,54
1620100240.621435,776
1620100240.624692,281
1620100240.624692,190
1620100240.629035,132
1620100240.631008,190
1620100240.636494,247
1620100240.637206,54
1620100240.637346,54
1620100240.637536,132
1620100240.643858,190
1620100240.644542,54
1620100240.644706,54
1620100240.645480,150
1620100240.645550,132
1620100240.645627,1514
1620100240.645731,1514
1620100240.645811,1148
1620100240.647203,392
1620100240.647352,63
1620100240.647990,190
1620100240.651701,54
1620100240.659854,54
1620100240.659984,98
1620100240.662641,272
1620100240.666995,132
1620100240.666995,54
1620100240.667225,190
1620100240.667225,54
1620100240.667225,54
1620100240.667225,136
1620100240.667225,92
1620100240.681735,63
1620100240.682648,54
1620100240.722164,54
1620100240.724596,92
