time,size
1620129804.516714,164
1620129804.561974,54
1620129809.526209,164
1620129809.530409,164
1620129809.572646,54
1620129811.221527,66
1620129811.251618,66
1620129811.481356,98
1620129812.497334,98
1620129813.521766,98
1620129814.535359,164
1620129814.573971,98
1620129814.573971,164
1620129814.629159,54
1620129815.500073,98
1620129816.496989,98
1620129817.498891,98
1620129818.496929,98
1620129819.496936,98
1620129819.585017,164
1620129819.587050,164
1620129819.631988,54
1620129820.496828,98
1620129820.769538,71
1620129821.523218,98
1620129821.551634,98
1620129822.218100,66
1620129822.239427,66
1620129822.539087,98
1620129822.567069,98
1620129822.576729,74
1620129822.576729,74
1620129822.597464,90
1620129822.600987,102
1620129824.600845,164
1620129824.605837,164
1620129824.647745,54
1620129826.209454,360
1620129826.225837,149
1620129826.230777,66
1620129829.420616,66
1620129829.439393,66
1620129829.621157,164
1620129829.627205,164
1620129829.682851,54
1620129834.633148,164
1620129834.639359,164
1620129834.679217,54
1620129839.652483,164
1620129839.656408,164
1620129839.698900,54
1620129844.662144,164
1620129844.670717,164
1620129844.723983,54
1620129849.357752,78
1620129849.357752,78
1620129849.675074,164
1620129849.678727,164
1620129849.720407,54
1620129852.081721,93
1620129852.105586,66
1620129852.110962,93
1620129852.117258,66
1620129854.690766,164
1620129854.695138,164
1620129854.737534,54
1620129859.697110,164
1620129859.701213,164
1620129859.753167,54
1620129864.701862,164
1620129864.709161,164
1620129864.763497,54
1620129869.724096,164
1620129869.728948,164
1620129869.770800,54
1620129871.260889,66
1620129871.277945,66
1620129874.541367,66
1620129874.559628,66
1620129874.733189,164
1620129874.785091,164
1620129874.827743,54
1620129879.790478,164
1620129879.796306,164
1620129879.851733,54
1620129880.789068,71
1620129884.346310,98
1620129884.807337,164
1620129884.812149,164
1620129884.853697,54
1620129885.360958,98
1620129886.247958,360
1620129886.264415,149
1620129886.270098,66
1620129886.360569,98
1620129887.359088,98
1620129888.361470,98
1620129889.360104,98
1620129889.821717,164
1620129889.826736,164
1620129889.867776,54
1620129890.362080,98
1620129891.359391,98
1620129892.361579,98
1620129893.359539,98
1620129894.375702,98
1620129894.402508,98
1620129894.837544,164
1620129894.845876,164
1620129894.900341,54
1620129895.390097,98
1620129895.417210,98
1620129895.425040,74
1620129895.425040,74
1620129895.451368,90
1620129895.454386,102
1620129897.181365,66
1620129897.202093,66
1620129899.859440,164
1620129899.865132,164
1620129899.906506,54
1620129904.879954,164
1620129904.885061,164
1620129904.925776,54
1620129909.374209,78
