time,size
1619975259.278034,99
1619975259.295072,97
1619975259.296715,66
1619975263.578937,77
1619975263.613342,77
1619975263.614965,66
1619975267.552559,100
1619975267.576391,54
1619975267.576391,100
1619975267.635303,54
1619975294.571673,77
1619975294.611273,77
1619975294.613050,66
1619975297.553242,100
1619975297.558737,100
1619975297.573198,54
1619975325.251009,77
1619975325.258588,66
1619975325.557132,77
1619975325.595583,77
1619975325.613245,66
1619975327.553818,100
1619975327.560141,100
1619975327.578329,54
1619975350.279991,99
1619975350.296985,97
1619975350.328488,66
1619975356.540863,77
1619975356.579873,77
1619975356.584290,66
1619975357.553373,100
1619975357.560594,100
1619975357.576225,54
1619975368.013568,336
1619975368.017924,190
1619975368.022666,1514
1619975368.022666,1514
1619975368.022666,1514
1619975368.022666,1514
1619975368.022666,159
1619975368.026354,134
1619975368.028337,54
1619975368.033273,197
1619975368.033273,1514
1619975368.035661,54
1619975368.040100,54
1619975368.040293,54
1619975368.040451,96
1619975368.040954,536
1619975368.040954,180
1619975368.047535,336
1619975368.051020,54
1619975368.052229,190
1619975368.055852,1514
1619975368.055852,1514
1619975368.056891,1514
1619975368.056891,1514
1619975368.056891,121
1619975368.058495,54
1619975368.058729,136
1619975368.064930,92
1619975368.065848,54
1619975368.072778,54
1619975368.081167,54
1619975368.108985,79
1619975368.115590,197
1619975368.115794,92
1619975368.126072,54
1619975368.241751,1514
1619975368.241751,1514
1619975368.241938,1514
1619975368.241938,1514
1619975368.241938,1052
1619975368.249754,127
1619975368.255580,54
1619975368.255778,54
1619975368.262865,172
1619975368.265266,74
1619975368.273108,172
1619975368.283631,66
1619975368.285272,54
1619975368.290843,54
1619975368.299142,54
1619975368.320154,272
1619975368.320154,172
1619975368.322620,172
1619975368.331882,172
1619975368.333579,54
1619975368.334597,206
1619975368.340879,54
1619975368.344057,54
1619975368.344057,105
1619975368.346404,172
1619975368.361946,54
1619975368.379269,172
1619975368.394737,172
1619975368.404633,54
1619975368.406770,764
1619975368.412226,172
1619975368.413612,54
1619975368.421836,54
1619975368.431818,450
1619975368.436574,172
1619975368.436574,85
1619975368.436574,54
1619975368.451821,54
1619975368.451857,54
1619975368.454394,54
1619975368.468538,172
1619975368.485972,172
1619975368.502492,172
1619975368.504780,54
1619975368.519149,172
1619975368.534584,54
1619975368.559635,738
1619975368.559635,190
1619975368.559699,1514
1619975368.559699,1514
1619975368.559699,1514
1619975368.559699,1256
1619975368.559699,136
1619975368.559699,92
1619975368.559699,172
1619975368.560713,172
1619975368.574593,172
1619975368.580114,54
1619975368.580157,54
1619975368.580174,54
1619975368.598489,172
1619975368.615115,172
1619975368.616414,54
1619975368.629130,197
1619975368.629156,92
1619975368.630696,54
1619975368.642366,172
1619975368.660055,54
1619975368.664651,172
1619975368.673480,172
1619975368.691031,54
1619975368.715313,172
1619975368.722599,172
1619975368.735582,54
1619975368.745274,172
1619975368.754264,172
1619975368.773639,54
1619975368.778411,172
1619975368.801838,172
1619975368.819208,54
1619975368.863914,172
1619975368.863914,172
1619975368.866552,172
1619975368.879113,54
1619975368.882284,172
1619975368.901745,54
1619975368.903415,172
1619975368.909089,172
1619975368.924651,54
1619975368.954268,172
1619975368.965438,172
1619975368.980882,172
1619975368.984663,54
1619975368.990241,172
1619975369.007316,54
1619975369.029932,172
1619975369.047791,172
1619975369.062628,172
1619975369.067441,54
1619975369.079051,172
1619975369.097360,54
1619975369.103498,172
1619975369.112929,172
1619975369.127418,54
1619975369.159298,172
1619975369.159298,172
1619975369.172835,54
1619975369.184305,172
1619975369.204639,172
1619975369.218536,172
1619975369.225602,54
1619975369.226242,172
1619975369.240106,54
1619975369.265877,172
1619975369.282511,172
1619975369.298095,172
1619975369.300980,54
1619975369.316804,172
1619975369.330862,54
1619975369.368902,172
1619975369.368902,172
1619975369.380115,172
1619975369.383945,54
1619975369.387469,172
1619975369.405596,54
1619975369.432027,172
1619975369.445033,172
1619975369.459226,54
1619975369.460940,172
1619975369.477158,172
1619975369.496456,54
1619975369.501302,172
1619975369.518604,172
1619975369.533665,54
1619975369.534464,172
1619975369.558698,172
1619975369.571955,54
1619975369.576014,172
1619975369.601880,172
1619975369.616554,54
1619975369.624442,172
1619975369.661831,172
1619975369.661831,172
1619975369.672456,172
1619975369.677429,54
1619975369.691806,54
1619975369.705108,172
1619975369.716171,172
1619975369.730134,54
1619975369.738420,172
1619975369.783940,172
1619975369.783940,172
1619975369.786202,172
1619975369.796566,54
1619975369.797356,54
1619975369.805552,54
1619975369.826734,172
1619975369.842775,54
1619975369.845469,172
1619975369.861911,172
1619975369.865562,54
1619975369.876096,172
1619975369.880144,54
1619975369.892434,172
1619975369.895622,54
1619975369.910994,54
1619975369.925475,172
1619975369.940989,54
1619975369.941680,172
1619975369.950005,172
1619975369.955583,54
1619975369.962748,54
1619975369.998954,172
1619975369.998954,172
1619975370.014270,172
1619975370.016473,54
1619975370.030896,54
1619975370.039905,172
1619975370.053691,54
1619975370.065123,172
1619975370.083556,54
1619975370.088387,172
1619975370.096384,172
1619975370.106580,54
1619975370.112452,172
1619975370.120978,54
1619975370.129182,54
1619975370.135549,172
1619975370.151858,54
1619975370.156177,172
1619975370.164197,172
1619975370.173750,54
1619975370.180952,54
1619975370.192617,172
1619975370.211891,54
1619975370.217515,172
1619975370.234636,54
1619975370.243113,172
1619975370.257374,54
1619975370.295169,172
1619975370.295169,172
1619975370.306452,172
1619975370.310125,54
1619975370.322936,172
1619975370.324676,54
1619975370.340080,54
1619975370.340731,172
1619975370.346973,172
1619975370.354688,54
1619975370.361874,54
1619975370.390693,172
1619975370.404813,172
1619975370.407311,54
1619975370.412551,172
1619975370.422718,54
1619975370.429104,54
1619975370.435587,172
1619975370.451792,54
1619975370.464343,172
1619975370.482795,54
1619975370.490400,172
1619975370.500270,172
1619975370.504656,54
1619975370.518050,172
1619975370.520148,54
1619975370.534612,54
1619975370.552006,172
1619975370.560863,172
1619975370.564744,54
1619975370.580068,54
1619975370.594034,172
1619975370.607953,172
1619975370.610141,54
1619975370.616131,172
1619975370.625551,54
