time,size
1619556864.525368,85
1619556864.566571,54
1619556866.529029,54
1619556866.576435,54
1619556870.260078,79
1619556870.278430,174
1619556870.285229,74
1619556870.295426,74
1619556870.299727,66
1619556870.299727,243
1619556870.312930,66
1619556870.312963,1494
1619556870.312980,1494
1619556870.313003,1494
1619556870.315476,1091
1619556870.316268,66
1619556870.316268,66
1619556870.316268,66
1619556870.323593,66
1619556870.371811,192
1619556870.381045,66
1619556870.381084,236
1619556870.381103,135
1619556870.394710,773
1619556870.394710,66
1619556870.394751,66
1619556870.406316,66
1619556870.406369,104
1619556870.410448,104
1619556870.423655,66
1619556870.446677,66
1619556870.514235,1103
1619556870.514279,104
1619556870.517665,66
1619556870.517665,66
1619556878.179582,79
1619556878.188453,336
1619556878.188453,190
1619556878.197827,127
1619556878.198619,1514
1619556878.198619,1514
1619556878.198619,1514
1619556878.198833,1514
1619556878.198833,629
1619556878.198833,134
1619556878.198833,197
1619556878.202981,54
1619556878.203152,54
1619556878.203152,1514
1619556878.203152,74
1619556878.205145,536
1619556878.206272,180
1619556878.211941,336
1619556878.212075,54
1619556878.212204,54
1619556878.212279,54
1619556878.212346,54
1619556878.214020,190
1619556878.217801,1514
1619556878.217801,1514
1619556878.217801,1514
1619556878.218819,1514
1619556878.218819,592
1619556878.220227,66
1619556878.220232,54
1619556878.220243,54
1619556878.226480,54
1619556878.226480,272
1619556878.226480,136
1619556878.228342,54
1619556878.228366,54
1619556878.228555,92
1619556878.236643,54
1619556878.236708,54
1619556878.236738,54
1619556878.243813,54
1619556878.243841,54
1619556878.243864,54
1619556878.244748,54
1619556878.244773,206
1619556878.252958,54
1619556878.252958,105
1619556878.279147,197
1619556878.279186,92
1619556878.287188,54
1619556878.309837,1514
1619556878.309837,1514
1619556878.309837,1514
1619556878.309837,1514
1619556878.309837,492
1619556878.313769,54
1619556878.317418,765
1619556878.322995,54
1619556878.323129,54
1619556878.323793,96
1619556878.331090,54
1619556878.341976,172
1619556878.341976,172
1619556878.348414,450
1619556878.354594,85
1619556878.354594,54
1619556878.354594,172
1619556878.362087,54
1619556878.370116,54
1619556878.373104,54
1619556878.397709,172
1619556878.405169,172
1619556878.410209,54
1619556878.438174,172
1619556878.438174,172
1619556878.458343,54
1619556878.468890,172
1619556878.482032,54
1619556878.493314,172
1619556878.510291,172
1619556878.519356,172
1619556878.523879,54
1619556878.562386,172
1619556878.574652,54
1619556878.575548,54
1619556878.577785,172
1619556878.586965,172
1619556878.593018,54
1619556878.601131,54
1619556878.609398,172
1619556878.626520,54
1619556878.649305,172
1619556878.656154,172
1619556878.665914,172
1619556878.669430,54
1619556878.686507,54
1619556878.694025,738
1619556878.696066,190
1619556878.702011,172
1619556878.702011,1514
1619556878.702011,1514
1619556878.702011,1514
1619556878.702011,1514
1619556878.702011,266
1619556878.705887,136
1619556878.705887,92
1619556878.712095,54
1619556878.721111,54
1619556878.721139,54
1619556878.721156,54
1619556878.721181,172
1619556878.730694,172
1619556878.737440,54
1619556878.744656,54
1619556878.753557,172
1619556878.762990,172
1619556878.769151,54
1619556878.776544,54
1619556878.789185,197
1619556878.789219,92
1619556878.795002,172
1619556878.810277,172
1619556878.825735,54
1619556878.827356,172
1619556878.843923,172
1619556878.860117,54
1619556878.865377,172
1619556878.895307,172
1619556878.901269,172
1619556878.911138,54
1619556878.916027,172
1619556878.928274,54
1619556878.956951,172
1619556878.966389,172
1619556878.980111,54
1619556878.986786,172
1619556878.998085,172
1619556879.013846,54
1619556879.022247,172
1619556879.057502,172
1619556879.070884,172
1619556879.072996,54
1619556879.088163,172
1619556879.104697,172
1619556879.107560,54
1619556879.136640,172
1619556879.145637,172
1619556879.150205,54
1619556879.160152,172
1619556879.176580,54
1619556879.194838,172
1619556879.250135,172
1619556879.250135,172
1619556879.250135,172
1619556879.254779,54
1619556879.266450,172
1619556879.270149,54
1619556879.278419,54
1619556879.290461,172
1619556879.303803,54
1619556879.308937,172
1619556879.329223,54
1619556879.331256,172
1619556879.340459,172
1619556879.346667,54
1619556879.354627,54
1619556879.375070,172
1619556879.389190,54
1619556879.389365,172
1619556879.399532,172
1619556879.406623,54
1619556879.414727,54
1619556879.437503,172
1619556879.454439,172
1619556879.457478,54
1619556879.461746,172
1619556879.474831,54
1619556879.485922,172
1619556879.501179,54
1619556879.510276,172
1619556879.525630,54
1619556879.549099,172
1619556879.556210,172
1619556879.568277,172
1619556879.569126,54
1619556879.569162,54
1619556879.585560,54
1619556879.593600,172
1619556879.611212,54
1619556879.616314,172
1619556879.626548,172
1619556879.628337,54
1619556879.640018,172
1619556879.645612,54
1619556879.653774,54
1619556879.673222,172
1619556879.688363,54
1619556879.690496,172
1619556879.704738,54
1619556879.705246,172
1619556879.722038,54
1619556879.724366,172
1619556879.739170,54
1619556879.747003,172
1619556879.764801,54
1619556879.785691,172
1619556879.785691,172
1619556879.799239,54
1619556879.805433,172
1619556879.823850,54
1619556879.835952,172
1619556879.843913,172
1619556879.850212,54
1619556879.858332,54
1619556879.885345,172
1619556879.894368,172
1619556879.901247,54
1619556879.909283,54
1619556879.918510,172
1619556879.933546,172
1619556879.934837,54
1619556879.944478,172
1619556879.951968,54
1619556879.955363,172
1619556879.961137,54
1619556879.969251,54
1619556879.999153,172
1619556880.006277,172
1619556880.012116,54
1619556880.015012,172
1619556880.020135,54
1619556880.029204,54
1619556880.038788,172
1619556880.054747,54
1619556880.085777,172
1619556880.096767,172
1619556880.105695,54
1619556880.106215,172
1619556880.114760,54
1619556880.122957,54
1619556880.123271,172
1619556880.140228,54
1619556880.153685,172
1619556880.165723,54
1619556880.178352,172
1619556880.186942,172
1619556880.191161,54
1619556880.200102,54
1619556880.201135,172
1619556880.216498,54
1619556880.237353,172
1619556880.251141,54
1619556880.259821,172
1619556880.270232,172
1619556880.276563,54
1619556880.285566,54
1619556880.287499,172
1619556880.301934,54
1619556880.320016,172
1619556880.335550,172
1619556880.336626,54
