time,size
1620228215.029702,100
1620228215.050978,54
1620228215.055024,100
1620228215.070475,54
1620228225.524006,77
1620228225.559856,77
1620228225.591411,66
1620228244.101702,88
1620228244.115149,104
1620228244.119467,74
1620228244.137555,66
1620228244.139308,54
1620228244.149202,281
1620228244.154717,54
1620228244.162919,54
1620228244.163939,150
1620228244.164074,1514
1620228244.164160,1514
1620228244.164230,1148
1620228244.167142,54
1620228244.167142,54
1620228244.167287,54
1620228244.167287,54
1620228244.167595,392
1620228244.167728,63
1620228244.169534,54
1620228244.169534,54
1620228244.342742,180
1620228244.358430,54
1620228244.358483,60
1620228244.358499,99
1620228244.362601,54
1620228244.362601,54
1620228244.365236,1514
1620228244.366408,1514
1620228244.366408,604
1620228244.382906,54
1620228244.388398,234
1620228244.388423,103
1620228244.391312,54
1620228245.030236,100
1620228245.043897,100
1620228245.062918,54
1620228250.427637,85
1620228250.470286,54
1620228252.429792,54
1620228252.471457,54
1620228256.537445,77
1620228256.577769,77
1620228256.580929,66
1620228275.030850,100
1620228275.036964,100
1620228275.051727,54
1620228279.527180,99
1620228279.546418,97
1620228279.559369,66
1620228287.528066,77
1620228287.565621,77
1620228287.569262,66
1620228303.885352,54
1620228305.031469,100
1620228305.037015,100
1620228305.053312,54
1620228307.300672,77
1620228307.304882,66
1620228318.508237,77
1620228318.540844,77
1620228318.543494,66
1620228335.032022,100
1620228335.042262,100
1620228335.059414,54
1620228349.487214,77
1620228349.523221,77
1620228349.525677,66
1620228364.914647,79
1620228364.928379,174
1620228364.942200,74
1620228364.953603,74
1620228364.959223,66
1620228364.992674,243
1620228365.004479,66
1620228365.005686,1494
1620228365.005826,1494
1620228365.005951,1494
1620228365.007278,1091
1620228365.012345,66
1620228365.012345,66
1620228365.012482,66
1620228365.012482,66
1620228365.031831,100
1620228365.040538,100
1620228365.053598,54
1620228365.092709,192
1620228365.107239,66
1620228365.107298,236
1620228365.107328,135
1620228365.110088,205
1620228365.110088,66
1620228365.110114,66
1620228365.123530,66
1620228365.124440,104
1620228365.127366,66
1620228365.214648,634
1620228365.226286,66
1620228365.230136,104
1620228365.243524,66
1620228365.331933,1103
1620228365.332100,104
1620228365.362287,66
1620228365.362287,66
1620228370.526736,99
1620228370.550179,97
1620228370.553903,66
1620228380.472930,77
1620228380.505699,77
1620228380.507311,66
1620228385.856857,66
1620228385.898783,66
1620228395.032306,100
1620228395.041400,100
1620228395.057858,54
1620228411.458215,77
1620228411.497131,77
1620228411.500789,66
1620228425.033063,100
1620228425.045584,100
1620228425.063943,54
1620228427.310270,77
1620228427.321333,66
1620228442.433356,77
1620228442.473344,77
1620228442.474887,66
1620228445.887218,66
1620228445.897925,66
1620228446.115733,98
1620228447.115821,98
1620228448.117857,98
1620228449.118549,98
1620228450.121185,98
1620228451.125065,98
1620228452.149856,98
1620228453.127246,98
1620228454.128367,98
1620228455.033618,100
1620228455.043408,100
1620228455.059046,54
1620228455.129745,98
1620228456.137766,89
1620228456.151350,153
1620228456.155415,74
1620228456.166340,74
1620228456.173034,66
1620228456.173034,256
1620228456.182806,66
1620228456.182834,530
1620228456.182852,99
1620228456.184574,66
1620228456.184574,66
1620228461.572402,99
1620228461.595612,97
1620228461.603503,66
1620228473.413273,77
1620228473.453070,77
1620228473.454915,66
1620228478.194049,100
1620228478.211248,54
1620228478.211288,100
1620228478.253066,54
1620228485.034127,100
1620228485.049060,54
1620228485.054529,100
1620228485.112312,54
1620228504.395145,77
1620228504.437449,77
1620228504.458623,66
1620228515.033985,100
1620228515.040078,100
1620228515.056527,54
1620228535.357432,77
1620228535.390634,77
1620228535.393841,66
1620228542.369957,336
1620228542.373378,190
1620228542.377129,1514
1620228542.377129,1514
1620228542.377155,1514
1620228542.378230,1410
1620228542.388964,54
1620228542.389017,54
1620228542.395294,134
1620228542.395294,197
1620228542.397232,54
1620228542.397259,54
1620228542.397274,54
1620228542.400307,1514
1620228542.400307,480
1620228542.402053,134
1620228542.407337,180
1620228542.414539,54
1620228542.414570,54
1620228542.414585,54
1620228542.422554,54
1620228542.422579,54
1620228542.558049,336
1620228542.558049,190
1620228542.563417,1514
1620228542.564529,1514
1620228542.564529,1514
1620228542.564529,1371
1620228542.573994,136
1620228542.573994,92
